CRI_LATITUDE,CRI_LONGITUDE,CRI_HORARIO,CRI_ENDERECO
-3.70333035849926,-38.5741996765137,11,"R. Daniel Bruno"
-3.76167848414468,-38.5449314117432,11,"R. Queirós Ribeiro"
-3.75773876971201,-38.5905075073242,0,"Av. Sen. Fernandes Távora"
-3.74364986286497,-38.5186886787415,20,"R. João Cordeiro"
-3.76724544156021,-38.5950136184692,5,"Travessa Beira Rio"
-3.78762876590555,-38.5388159751892,6,"R. Anita Garibaldi"
-3.71377977518672,-38.5953569412231,7,"Av. C"
-3.76176412991287,-38.5322713851929,8,"R. Alberto Montezuma"
-3.70814824014613,-38.5591149330139,10,"R. Ns. das Graças"
-3.72204500488482,-38.584520816803,12,"R. Carnaubal"
-3.76184977567265,-38.5479354858398,13,"R. Alberto Magno"
-3.72296573810984,-38.5984897613525,15,"Travessa Arthur Borges"
-3.76581088286126,-38.5865592956543,19,"R. Cuiabá"
-3.8328257867761,-38.5696077346802,19,"R. Oscar Romero"
-3.7139939012857,-38.602888584137,19,"R. Beta"
-3.75482679543382,-38.5130882263184,20,"R. Cap. Melo"
-3.78221181572572,-38.5670328140259,22,"R. Cap. Américo Menezes"
-3.75355280363246,-38.5271537303925,11,NULL
-3.74998775787664,-38.5309624671936,12,"R. Mário Mamede"
-3.73268690918341,-38.4731769561768,13,"R. José Carlos Gurgel Nogueira"
-3.72975343936779,-38.4829616546631,15,"R. Jaime Vasconcelos"
-3.82929318253065,-38.5071015357971,18,"R. Taquatiara"
-3.7466046980088,-38.5223150253296,19,"R. Pedro Teles"
-3.82603889177917,-38.4888625144959,20,"R. Eudes Cardoso"
-3.72193794281943,-38.5881686210632,8,"R. Pierre Luz"
-3.78760735510198,-38.5389018058777,15,"R. Bruno Valente"
-3.81432762482526,-38.573727607727,18,"R. Ns. da Conceição"
-3.72686278435165,-38.5701656341553,19,"R. Santa Sofia"
-3.70420828555413,-38.5773324966431,3,"R. Araquém"
-3.7587879345336,-38.5805296897888,8,"R. Antônio Ivo"
-3.75174351796461,-38.5226798057556,10,"R. João Lobo Fiho"
-3.76328434089731,-38.5111570358276,7,"Travessa Campo Verde"
-3.74836046489014,-38.5273146629334,9,"R. Carolino de Aquino"
-3.75688230769771,-38.5461974143982,10,"R. Afrodísio Gondim"
-3.74940964097829,-38.597846031189,16,"Av. da Liberdade"
-3.83117723994329,-38.5637283325195,7,"R. Dezenove de Março"
-3.75619713748097,-38.542013168335,13,"R. André Chaves"
-3.80608468124287,-38.5166501998901,13,"R. J"
-3.83736462656804,-38.5558104515076,19,"R. Noventa e Um"
-3.72508556210708,-38.5617756843567,20,"R. Maj. Veríssimo"
-3.77219143923357,-38.5747146606445,20,"R. Aluísio Azevedo"
-3.76165707270133,-38.5302543640137,22,"R. Tertuliano Sales"
-3.72427189289363,-38.5588145256042,22,"R. Dr. Almeida Filho"
-3.78854942995781,-38.5360050201416,6,"R. Betsaída"
-3.76514713102141,-38.5405111312866,10,"R. Tianguá"
-3.73459258870437,-38.5795426368713,14,"R. Balduíno Freire"
-3.73088828651645,-38.5552310943604,16,"R. do Canal"
-3.75844535024082,-38.5457468032837,17,"R. Edite Braga"
-3.80854686746702,-38.6090040206909,17,"R. José Maurício"
-3.70324470703266,-38.5753154754639,20,"R. São Jorge"
-3.83423882438931,-38.5257267951965,4,"R. Duzentos e Seis"
-3.82227075020349,-38.5558104515076,6,"R. Dois"
-3.80146003418099,-38.6023092269897,12,"R. Maranguape"
-3.71240936692351,-38.5842418670654,13,"R. Astrogildo Fontoura"
-3.72643453835597,-38.5343742370605,14,"R. Liberato Barroso"
-3.7466046980088,-38.5560035705566,14,"Av. Francisca Clotilde"
-3.76409797385541,-38.5345888137817,17,"R. Armando Monteiro"
-3.7673096754765,-38.5412192344666,20,"R. Tianguá"
-3.82498980857272,-38.516263961792,21,"R. Cinco"
-3.74977364055145,-38.5249757766724,23,"R. Guilherme Moreira"
-3.75206469320878,-38.5241603851318,18,"R. José Euclydes"
-3.71960398656051,-38.5112857818604,21,"R. João Cordeiro"
-3.75540490874731,-38.5684704780579,0,"R. Espírito Santo"
-3.77450384407523,-38.5746288299561,2,"R. Bem-te-vi"
-3.71009679815714,-38.574800491333,10,"R. Prof. Ari de Sá Cavalcante"
-3.81404929295415,-38.4812235832214,10,"R. Dr. Esmerino Parente"
-3.83085609408668,-38.4784340858459,10,"R. Prof. José Henrique"
-3.75872369998895,-38.48060131073,20,"R. Prof. Isaías Gomes"
-3.78101280241221,-38.607759475708,20,"R. José Torres"
-3.84087578797718,-38.5150194168091,23,"R. Domingos Alves Ribeiro"
-3.78632270591875,-38.5482358932495,3,"R. Vila Rica"
-3.75816700040385,-38.5670757293701,10,"R. Rio Grande do Norte"
-3.71223806574107,-38.5652732849121,11,"R. Teodoro Cabral"
-3.74448492598194,-38.5245680809021,12,"R. Sousa Girão"
-3.82387649437761,-38.5434937477112,13,"R. Michele"
-3.75981568660442,-38.5646295547485,13,"R. Rio Grande do Norte"
-3.75112257882444,-38.5278725624085,15,"R. Monteiro Lobato"
-3.79178245177483,-38.5421419143677,17,"R. Caramuru"
-3.70971136944088,-38.5596299171448,6,"R. Vicente Sabóia"
-3.76155001547662,-38.5620760917664,7,"R. Rio Grande do Norte"
-3.77964249945205,-38.6084246635437,8,"R. Londrina"
-3.84117552059917,-38.5169291496277,9,"R. Jaborandi"
-3.73921759145616,-38.5966229438782,18,"R. São Vicente de Paula"
-3.77452525520241,-38.5570120811462,18,"R. Júlio Verne"
-3.77024301926612,-38.5801863670349,21,"R. Monsenhor Vicente Martins"
-3.74761105262797,-38.5159206390381,21,"R. Padre Chevalier"
-3.82843679142669,-38.5535788536072,12,"R. Trinta e Seis"
-3.78004930836934,-38.6067509651184,15,"R. Londrina"
-3.70330894563338,-38.574070930481,17,"R. Daniel Bruno"
-3.83503098081753,-38.5618615150452,18,"R. Miguel Pereira"
-3.79103307693304,-38.5640072822571,19,"R. Itália"
-3.70624250343162,-38.5709166526794,6,"R. Trinta de Março"
-3.72452884114756,-38.5424637794495,15,"R. Carneiro da Cunha"
-3.81997988331092,-38.5936617851257,15,"R. Iná Brito"
-3.71288044500392,-38.5905504226685,16,"R. Trajano de Aguiar"
-3.83627273806533,-38.5208773612976,18,"R. Trezentos E Três"
-3.75527643915518,-38.5476136207581,20,"R. Padre Macedo"
-3.80634160535179,-38.5854005813599,10,"Travessa Rejane"
-3.83847792321219,-38.591730594635,12,"Av. Contorno Norte"
-3.72487143870278,-38.5342025756836,12,"R. Guilherme Rocha"
-3.79495122963772,-38.5793280601502,15,"R. Bulgária"
-3.79263887937004,-38.463671207428,15,"R. Augusto Jaime Benevides"
-3.7471399931631,-38.5591793060303,20,"R. Xavier de Oliveira"
-3.83931289474287,-38.5696291923523,21,"Av. Francisca Maria da Conceição"
-3.7909260233312,-38.5817956924439,21,"R. Arruda Cãmara"
-3.77195591617287,-38.5514545440674,0,"R. Equador"
-3.78925598542655,-38.5813879966736,7,"R. Cardoso de Barros"
-3.72789057389056,-38.5218214988709,17,"R. Vinte e Cinco de Março"
-3.77720164194179,-38.5054922103882,17,"R. Nove"
-3.76103614061499,-38.580915927887,20,"R. Padre Sá Leitão"
-3.75232163331911,-38.4953641891479,22,"R. Plínio Câmara"
-3.84359478719323,-38.5275721549988,13,"R. Pensamento"
-3.70339459709378,-38.5818386077881,16,"R. Jacaúna"
-3.7702001968002,-38.6165142059326,17,"Av. Mil E Dezoito"
-3.72572793200735,-38.4658813476563,19,"Travessa Jonas Gomes"
-3.7390677074901,-38.5106420516968,22,"R. Bárbara de Alencar"
-3.7736045762571,-38.5660457611084,23,"R. Gomes Brasil"
-3.82854384036153,-38.4731340408325,0,"R. José Bonfim Júnior"
-3.71703448628363,-38.5488796234131,12,"Travessa Jacinto Matos"
-3.73934606340667,-38.5096979141235,14,"R. Bárbara de Alencar"
-3.73320080069748,-38.4933042526245,18,"R. Pereira Valente"
-3.72326551151023,-38.5590720176697,20,"R. Dr. Almeida Filho"
-3.72964637824038,-38.5868382453919,20,"R. Raimundo Rocha Menezes"
-3.79370941267065,-38.5753154754639,21,"R. Suíça"
-3.80186683283456,-38.4782195091248,10,"R. Dr. Joaquim Frota"
-3.78146243259912,-38.5653698444366,20,"R. Conselheiro Galvão"
-3.73870370346586,-38.593168258667,10,"R. Frota Pessoa"
-3.83173389247587,-38.571925163269,12,"R. Quixadá"
-3.7471399931631,-38.4678339958191,12,"R. Dr. Ribamar Lobo Vasconcelos"
-3.83503098081753,-38.5224652290344,15,"R. Duzentos e Dez"
-3.73523495165562,-38.5973310470581,15,"R. Seis"
-3.75559761310006,-38.532292842865,16,"R. Dr. Alfredo Weyne"
-3.72986050048215,-38.5413479804993,16,"R. Odílon Soares"
-3.7286400030054,-38.4909009933472,12,"Av. Antônio Justa"
-3.73853240740217,-38.5376358032227,10,"R. Sen. Catunda"
-3.76919386824419,-38.5811197757721,19,"R. Aluísio Azevedo"
-3.75666819206277,-38.5195255279541,20,"R. Monsenhor Salazar"
-3.72458237202435,-38.5488474369049,20,"Av. Srg. Hermínio Sampaio"
-3.72851152948821,-38.5500383377075,23,"R. Antônio Drumond"
-3.76439773317469,-38.5086679458618,18,"Av. Raul Barbosa"
-3.72600629215182,-38.4934973716736,21,"Av. Pres. John Kennedy"
-3.73429281916626,-38.5098266601562,15,"R. Monsenhor Bruno"
-3.81415634368447,-38.4110355377197,14,"Av. Cofeco"
-3.76997537881957,-38.4840881824493,19,"R. José Alves de Morais"
-3.75311386485024,-38.5148477554321,12,"R. Prof. Carvalho"
-3.77129216902207,-38.5385799407959,20,"Av. Luciano Carneiro"
-3.73242996331362,-38.5298037528992,12,"R. Maj. Facundo"
-3.73671238465908,-38.5448670387268,13,"R. Carvalho Mota"
-3.70455089099784,-38.5702085494995,17,"R. Grito de Alerta"
-3.73487094604097,-38.5770535469055,19,"R. Joaquim Albano"
-3.82141435208119,-38.4930038452148,19,"R. do Anjo Branco"
-3.73467823712504,-38.5846495628357,2,"Av. Demétrio Menezes"
-3.706906299832,-38.5658311843872,3,"R. Vinte e Três de Janeiro"
-3.76347704350872,-38.5464763641357,13,"R. Queirós Ribeiro"
-3.75658254579408,-38.5131096839905,16,"R. Cap. Melo"
-3.75898063813913,-38.5659599304199,17,"R. Rio Grande do Norte"
-3.77831501639475,-38.5501456260681,10,"R. Cônego Lima Sucupira"
-3.71403672649925,-38.5491371154785,15,"R. Pedro Artur"
-3.79336684215874,-38.4885835647583,18,"R. Januário Campos"
-3.75127246072626,-38.4951066970825,21,"R. Juca"
-3.72529968545927,-38.5240745544434,21,"R. Sobral"
-3.74969869947525,-38.4899139404297,23,"Av. Eng. Santana Júnior"
-3.746027,-38.502295,18,"R. Des. Leite Albuquerque"
-3.78111985723978,-38.5039258003235,23,"R. da Esperança"
-3.70592131144612,-38.5655093193054,3,"R. Vinte e Três de Janeiro"
-3.74337150831567,-38.5170364379883,2,"R. Achylles Beviloqua"
-3.79278875411196,-38.600914478302,8,"R. Cel. João Correia"
-3.72572793200735,-38.5161137580872,8,"R. Ten. Benévolo"
-3.73480670974035,-38.5730624198914,11,"R. México"
-3.74313597747408,-38.5952711105347,13,"R. Salgado Filho"
-3.72033201027722,-38.5579133033752,13,"R. Esmeralda"
-3.74015971865599,-38.5871815681458,14,"R. Martins Neto"
-3.76212812433376,-38.5407686233521,14,"R. Armando Monteiro"
-3.82591043268005,-38.5775470733643,15,"R. Itajuípe"
-3.75174351796461,-38.5557889938354,19,"R. Antônio Martins"
-3.72613476603496,-38.5259413719177,20,"R. Gen. Bezerril"
-3.73499941862809,-38.5469055175781,20,"R. José Sombra"
-3.7826828562165,-38.5787701606751,21,"R. Nilópolis"
-3.7597942751153,-38.5465407371521,15,"R. Eugênia"
-3.74097337314998,-38.503475189209,12,"R. Vicente Linhares"
-3.83347878172091,-38.5565614700317,2,"Av. J"
-3.75656113422559,-38.5269498825073,19,"Av. Eduardo Girão"
-3.83558763084139,-38.5782122612,9,"R. do Sol"
-3.76467608102161,-38.5514545440674,11,"R. Irmã Bazet"
-3.73519212747349,-38.562730550766,4,"Av. Bezerra de Menezes"
-3.75632560693758,-38.6038112640381,8,"R. Vinte e Quatro de Outubro"
-3.7925532366487,-38.4949350357056,10,"R. Vicente Lopes"
-3.74895999423751,-38.5542440414429,11,"R. Papi Júnior"
-3.77859335978476,-38.5794997215271,14,"R. Seixas Correia"
-3.75020187514937,-38.5064148902893,14,"R. Júlio Siqueira"
-3.82164986165006,-38.4795928001404,14,"Travessa Capricho"
-3.72669148597839,-38.5498023033142,15,"Av. Benjamin Barroso"
-3.76429067628679,-38.5372495651245,15,"R. Vicente Padilha"
-3.75311386485024,-38.5298681259155,17,"R. Gen. Silva Júnior"
-3.72324409912788,-38.5875248908997,17,"R. Mário Campos"
-3.72986050048215,-38.4775114059448,0,"R. Eng. Plácido Coelho Júnior"
-3.7948441765212,-38.4743356704712,4,"R. Conselheiro Gomes de Freitas"
-3.75506232312628,-38.5449743270874,10,"R. Samuel Uchôa"
-3.83222631556815,-38.5717964172363,11,"R. Oscar Romero"
-3.75264280835076,-38.5224866867065,12,"R. João Lobo Fiho"
-3.71821217484012,-38.5736632347107,17,"R. Teodomiro de Castro"
-3.78118409012997,-38.5766887664795,20,"R. Abel Ribeiro"
-3.71874748730033,-38.5685133934021,20,"R. Trevo"
-3.70831954212152,-38.5610890388489,20,"R. Felipe Camarão"
-3.70388709283019,-38.5780191421509,4,"R. Caubi"
-3.76229941577334,-38.5474419593811,10,"R. Sátiro Dias"
-3.72615617834698,-38.5428714752197,11,"R. Júlio Pinto"
-3.77805808395547,-38.59299659729,18,"R. Carlos Chagas"
-3.73242996331362,-38.5399532318115,21,"R. Barão de Ibiapaba"
-3.73489235814013,-38.4725332260132,12,"R. Sólon Onofre"
-3.75510514633626,-38.510856628418,11,"R. Humberto de Campos"
-3.72251607781789,-38.518431186676,1,"R. José Avelino"
-3.79026229070394,-38.5824823379517,8,"R. Arruda Cãmara"
-3.82261330921296,-38.4792709350586,9,"R. Joana Soares"
-3.70814824014613,-38.5541582107544,10,"R. Rio Nilo"
-3.77324058663748,-38.566882610321,12,"R. Gomes Brasil"
-3.81297878491756,-38.5698437690735,15,"R. Chico Mendes"
-3.78338941647263,-38.5772681236267,20,"R. Leão do Norte"
-3.7731121196765,-38.5573768615723,22,"R. Mundica Paula"
-3.78503805482928,-38.5085391998291,9,"R. da Cachoeira"
-3.7341429343588,-38.4739065170288,15,"R. Fausto Cabral"
-3.72594205520323,-38.4584140777588,13,"Av. Zezé Diogo"
-3.79728498427958,-38.5442447662353,12,"R. Rosário do Sul"
-3.79728498427958,-38.5442447662353,12,"R. Rosário do Sul"
-3.77129216902207,-38.513023853302,10,"Travessa Purificação"
-3.84475089446986,-38.5251474380493,14,"R. Valparaíso"
-3.78019918529077,-38.5824394226074,18,"R. Thompson Gonçalves"
-3.78523075261421,-38.5240960121155,19,"R. Pedro Dantas"
-3.74540563567479,-38.5414123535156,19,"R. Antenor Frota Wanderley"
-3.83002111429541,-38.513195514679,20,"R. Prof. Geraldo Arruda"
-3.82599607208161,-38.4866309165955,21,"R. Duarte da Costa"
-3.72253749021794,-38.5706377029419,23,"R. Luís Guimarães"
-3.76163566125743,-38.532292842865,8,"R. Francisco Lorda"
-3.727676451169,-38.5520553588867,9,"R. Mozart Pinto"
-3.79572201168486,-38.5999059677124,10,"R. Nova Conquista"
-3.74283621085681,-38.5385155677795,10,"R. Ns. dos Remédios"
-3.77416126596859,-38.4897637367249,12,"R. Luíza Miranda Coelho"
-3.73262267272301,-38.5424852371216,17,"R. Justiniano de Serpa"
-3.79837692235849,-38.4781551361084,19,"R. Mário Alencar Araripe"
-3.79473712339143,-38.4744215011597,19,"R. Conselheiro Gomes de Freitas"
-3.75358492109567,-38.5680413246155,21,"R. Uruguaiana"
-3.78383904542652,-38.5767316818237,21,"R. Leão do Norte"
-3.82353393587281,-38.5972881317139,14,"R. Osório Correia"
-3.78088433660169,-38.4973168373108,16,"R. Ademar de Barros"
-3.73350057060846,-38.5592436790466,18,"R. Soares Bulcão"
-3.73953877129713,-38.5385584831238,13,"R. Juvenal Galeno"
-3.7689369331071,-38.5550594329834,13,"R. Quinze de Novembro"
-3.72619900296949,-38.5221862792969,14,"R. Dep. João Lopes"
-3.72495708807076,-38.5658097267151,16,"Av. Olavo Bilac"
-3.77745857463465,-38.5975241661072,19,"R. Taquari"
-3.79234983515152,-38.4754407405853,18,"R. Marcelino Lopes"
-3.79157905009628,-38.4801399707794,17,"R. Cel. Olegário Memória"
-3.79598964417923,-38.5022306442261,3,"R. Teofredo Goiana"
-3.82982842653557,-38.5628056526184,8,"R. Leitão Cerqueira"
-3.70812682739688,-38.5554027557373,14,"R. Santa Elisa"
-3.72288008854812,-38.5664963722229,19,"Av. Olavo Bilac"
-3.81917700795246,-38.4908258914948,19,"R. São Miguel"
-3.79433032137731,-38.6042833328247,22,"R. Nova Conquista"
-3.81107327731448,-38.4939050674438,23,"R. Evaristo da Veiga"
-3.72913248464731,-38.5932755470276,2,"R. Maria José Teixeira"
-3.76955785955845,-38.5561323165894,20,"R. Dom Carloto Távora"
-3.74394962920371,-38.5125088691711,8,"R. Thomás Acioli"
-3.74596234339133,-38.55229139328,9,"R. Delmiro de Farias"
-3.75463409091091,-38.5455536842346,11,"R. Samuel Uchôa"
-3.765254187804,-38.5329794883728,11,"R. Alberto Montezuma"
-3.79030511217913,-38.5455751419067,12,"R. Oregon"
-3.71420802733272,-38.5792207717896,20,"R. Tulipa"
-3.79019805848718,-38.5482358932495,3,"R. Dr. Pedro Wilson"
-3.74778234691593,-38.5502099990845,10,"R. Delmiro de Farias"
-3.74275056323303,-38.546347618103,10,"R. Monsenhor Furtado"
-3.7499449344158,-38.5527420043945,11,"R. Monsenhor Furtado"
-3.73313656427467,-38.5199546813965,12,"R. Dona Leopoldina"
-3.72694843352576,-38.6028027534485,21,"R. Santa Maria Gorete"
-3.76242788433091,-38.5808515548706,22,"R. Luciano Queirós"
-3.81081635461802,-38.5831260681152,22,"R. Alfredo Mamede"
-3.73395022528306,-38.5080671310425,10,"R. Alfredo Severo"
-3.75161504783387,-38.5552096366882,9,"R. Cel. Nunes Melo"
-3.70793411263022,-38.5545229911804,10,"R. Rio Nilo"
-3.74675458068501,-38.5123157501221,21,"R. Dr. José Lourenço"
-3.71816934982926,-38.573727607727,15,"R. Teodomiro de Castro"
-3.76238506148049,-38.5485577583313,16,"R. Vasco da Gama"
-3.83937712328833,-38.5888552665711,17,"Av. Contorno Norte"
-3.82828692289543,-38.5057926177979,20,"R. Rosita"
-3.72200218006022,-38.5178303718567,1,"R. Sen. Almino"
-3.7572034810516,-38.4902572631836,19,"Av. Washington Soares"
-3.73874652747656,-38.5669255256653,19,"R. Azevedo Bolão"
-3.7630274040158,-38.5083675384522,1,"Av. Raul Barbosa"
-3.7920179694481,-38.612265586853,1,"R. Xavier da Silveira"
-3.81756054995273,-38.5939621925354,4,"R. Getúlio Vargas"
-3.7270983195604,-38.5402321815491,9,"R. Padre Ibiapina"
-3.80799019989326,-38.5706377029419,11,"R. Gen. Onofre"
-3.75609007958601,-38.5402536392212,11,"R. Jorge Dumar"
-3.80306581722323,-38.5341382026672,18,"Av. Heróis do Acre"
-3.74895999423751,-38.5457468032837,21,"R. João Sorongo"
-3.71146721000882,-38.5527849197388,23,"R. Santa Rosa"
-3.76292034695947,-38.5656380653381,23,"R. Belo Horizonte"
-3.75272845500592,-38.5973525047302,0,"R. Prof. Virgílio Morais"
-3.73080263772617,-38.559308052063,2,"R. Cel. Mozart Gondim"
-3.71495746808815,-38.5484933853149,7,"R. Gomes Parente"
-3.75726771570819,-38.5276579856873,11,"R. Luciano Magalhães"
-3.72969990880572,-38.4852147102356,18,"R. Dr. José Lino"
-3.71812652481632,-38.583083152771,20,"R. Conselheiro Lafayette"
-3.74047019217046,-38.5375714302063,8,"R. Juvenal Galeno"
-3.73507436096189,-38.5616791248321,15,"Av. Bezerra de Menezes"
-3.71917573703446,-38.5113716125488,20,"Av. Pres. John Kennedy"
-3.70491490913644,-38.5720539093018,9,"R. Santa Helena"
-3.78274708899087,-38.5594797134399,14,"R. José Meneleu"
-3.73527777583565,-38.4887552261352,15,"R. Frederico Borges"
-3.78034906218629,-38.5635781288147,17,"R. Ribeirão Preto"
-3.79741344765468,-38.4989476203918,18,"R. Ulysses Bezerra"
-3.78550909378338,-38.572096824646,21,"R. Hungria"
-3.72926095807375,-38.4786701202393,20,"R. Eng. Plácido Coelho Júnior"
-3.73380034041712,-38.5642862319946,20,"R. Tab. Fabião"
-3.72380082089995,-38.5804867744446,18,"Travessa Solimões"
-3.72313703720828,-38.5804224014282,20,"R. Gaudioso Carvalho"
-3.77448243294752,-38.5570120811462,1,"R. Júlio Verne"
-3.73018168374699,-38.4709239006043,7,"R. dos Parlamentares"
-3.71780533715298,-38.5619688034058,11,"R. Assis Bezerra"
-3.83055635784509,-38.4928321838379,11,"R. Cel. Francisco Pereira"
-3.76553253537713,-38.5421848297119,11,"R. Frei Vicente Salvador"
-3.73191607134852,-38.5589861869812,14,"R. Cel. Mozart Gondim"
-3.77688047596875,-38.5846495628357,18,"R. Maria Quintela"
-3.76298458119486,-38.5489654541016,21,"R. Eduardo Angelim"
-3.7406736057927,-38.5627412796021,22,"R. Frecheirinha"
-3.75938745672212,-38.5517978668213,4,"R. Des. João Firmino"
-3.75990133255565,-38.5542333126068,11,"R. Dr. Álvaro Fernandes"
-3.74788940582887,-38.4965765476227,21,"R. Sen. Virgílio Távora"
-3.81916630294262,-38.4774255752563,16,"Travessa Ozália Pontes"
-3.74283621085681,-38.5897994041443,1,"R. Cel. Joaquim Franklin"
-3.72579216897158,-38.5831904411316,3,"R. Maria Clara"
-3.71675612330411,-38.5820317268372,9,"R. Gen. Tomé Cordeiro"
-3.75919475320647,-38.5325074195862,12,"R. João Araripe"
